in:Values,out:p1,out:p2,out:p3,out:p4,out:ResponseFactor,out:Frequency01,out:Frequency02,out:Frequency03,out:ABS Elastic Deflections,,
854,4.0452,7.77235,7.40415,0.165895,7.181319,6.743472,6.746193,7.12123,0.006185,,
855,3.4996,11.64405,9.09815,0.171835,5.713905,4.34259,4.49249,4.686067,0.015968,,
856,4.126,7.63865,9.52865,0.346285,1.677462,5.015387,5.020549,6.313355,0.004568,,
857,4.174,9.48525,11.02245,0.287635,1.83621,4.412406,4.4161,5.06406,0.010053,,
858,3.1004,10.61435,5.90755,0.197605,4.619474,6.398595,6.43091,6.463269,0.005457,,
859,9.7676,8.11325,7.02335,0.240895,2.896398,5.110538,5.115189,6.39365,0.006443,,
860,5.7812,6.00485,10.31685,0.152125,5.835,5.522503,5.958047,5.999885,0.008597,,
861,2.3252,6.94985,9.87235,0.215035,4.023413,6.345959,6.361784,6.739069,0.005358,,
862,9.6788,11.65385,6.81755,0.147865,4.676632,3.834749,4.056324,4.336518,0.018588,,
863,3.206,10.60945,11.79525,0.285595,1.92586,4.213418,4.215911,4.621681,0.012647,,
864,3.8836,9.54055,6.50465,0.381505,1.360954,5.297386,5.306636,6.675879,0.003346,,
865,7.6012,5.59955,10.14395,0.233935,2.534281,5.436137,5.46115,5.790832,0.006424,,
866,5.2564,6.07555,5.81025,0.281485,1.47606,7.239108,7.240848,9.045011,0.001677,,
867,2.4444,8.18605,7.50005,0.346675,1.322892,5.812804,5.81499,7.280583,0.002841,,
868,3.1396,10.45125,11.49845,0.378655,1.390691,3.956069,3.957737,4.985658,0.008859,,
869,7.2292,11.09805,6.56555,0.197365,2.696247,4.768846,5.031106,5.053845,0.010281,,
870,6.51,5.65765,11.34655,0.163165,3.398066,5.149255,5.611974,5.654789,0.008825,,
871,6.7164,9.93885,11.55585,0.324235,1.167676,3.742529,3.745382,4.465989,0.012699,,
872,3.9948,6.26665,10.56605,0.308995,1.906963,5.404276,5.420902,6.427939,0.005092,,
873,8.2388,9.65115,8.14055,0.370465,1.191981,4.189996,4.193159,5.304605,0.006192,,
874,7.398,7.54065,6.93305,0.208795,3.874769,5.887161,5.890619,7.14568,0.005554,,
875,7.5428,9.89335,10.35955,0.159085,4.004348,3.534605,3.575329,3.577928,0.026498,,
876,6.5412,8.49755,6.70415,0.345985,1.439432,5.226796,5.23261,6.593277,0.003554,,
877,3.7188,10.37915,10.95875,0.203485,4.041013,4.394503,4.514952,4.55428,0.015927,,
878,6.1916,11.62795,10.00045,0.353935,1.099258,3.700693,3.703341,4.679795,0.01133,,
879,2.542,8.16365,11.36965,0.277525,2.059863,5.044514,5.054395,5.535997,0.007497,,
880,2.7212,5.86765,7.46855,0.218935,2.213116,7.703825,7.715736,9.552756,0.002545,,
881,5.0404,7.70375,11.28285,0.244705,2.337847,4.833232,4.845724,4.941227,0.009517,,
882,8.6436,6.93935,11.27235,0.363955,1.296731,4.147013,4.157373,5.202669,0.007645,,
883,3.9212,9.38165,10.51705,0.315445,1.888398,4.472991,4.475632,5.626166,0.008099,,
884,2.6244,8.67535,10.74875,0.194155,5.371672,5.289861,5.541986,5.551112,0.010165,,
885,5.5556,7.85355,8.95885,0.113275,11.623487,4.405939,4.42525,4.430403,0.018348,,
886,8.9828,11.56915,8.09785,0.166315,4.51429,3.60516,3.768618,4.011522,0.022273,,
887,3.5388,11.29825,8.70965,0.370585,1.21084,4.323888,4.328976,5.451454,0.006944,,
888,4.8988,11.33115,10.71445,0.381175,1.244496,3.701474,3.702362,4.676281,0.010115,,
889,6.998,6.77345,11.91005,0.238915,2.548016,4.555443,4.660218,4.680364,0.010305,,
890,6.2148,5.87815,8.86295,0.246775,3.580218,5.925572,5.941645,7.045392,0.00447,,
891,4.5756,9.14925,6.25755,0.313885,1.605527,5.683497,5.694977,7.147401,0.003708,,
892,9.8572,8.35335,6.79725,0.128215,7.369473,4.744265,4.837508,4.908458,0.014605,,
893,4.2348,5.58415,11.16175,0.242365,2.577123,5.806552,5.838591,5.988979,0.005994,,
894,3.5996,11.56985,11.32835,0.285175,2.288881,4.054673,4.055161,4.512504,0.014159,,
895,8.9236,7.34325,6.11055,0.327205,0.98434,5.563484,5.568347,7.018889,0.002783,,
896,5.8964,9.95845,7.35515,0.234115,2.762427,5.145514,5.156104,5.540678,0.007908,,
897,9.5764,11.97445,5.49525,0.117475,5.057268,4.204681,4.491975,4.760741,0.015281,,
898,7.794,10.61575,5.75285,0.161335,6.021458,5.079129,5.51333,5.548863,0.009449,,
899,3.4332,6.65165,11.18415,0.255355,2.761207,5.491683,5.511323,5.780348,0.006403,,
900,5.13,5.48195,5.82775,0.381025,0.754397,7.060189,7.061871,8.85111,0.000957,,
901,3.5644,5.26425,10.47715,0.331975,1.350202,5.843365,5.86801,7.147771,0.004019,,
902,7.2756,8.73135,8.77125,0.321265,2.562837,4.507504,4.507584,5.689851,0.006451,,
903,3.2972,9.57905,8.60815,0.389845,1.708951,4.691797,4.693876,5.908193,0.004515,,
904,5.7444,5.66535,5.85785,0.290935,1.343655,7.275895,7.27714,9.098986,0.001503,,
905,6.6636,6.22885,7.70235,0.106315,11.45774,5.641607,5.709577,5.750181,0.011172,,
906,3.646,11.04415,8.67955,0.383725,1.212857,4.319335,4.323916,5.448333,0.006416,,
907,9.2588,11.51595,9.14855,0.218035,2.739194,3.642637,3.89073,3.891039,0.020223,,
908,7.4516,11.10295,11.93665,0.269665,2.076583,3.547771,3.549258,3.665801,0.020771,,
909,6.1052,11.49355,11.51805,0.206335,2.410928,3.487157,3.520001,3.588187,0.025804,,
910,5.3812,9.22835,11.77495,0.323485,1.23856,4.013596,4.018647,4.689055,0.01071,,
911,9.8044,11.59645,5.40705,0.207835,2.346368,4.68328,4.888164,4.924578,0.009841,,
912,6.9492,8.73555,9.73865,0.145825,5.611188,4.052764,4.107599,4.136088,0.020175,,
913,5.7524,11.38155,7.91935,0.352465,1.879376,4.244176,4.251821,5.299332,0.007702,,
914,4.1084,10.20135,7.66175,0.241795,3.145089,5.318241,5.328113,5.776073,0.007331,,
915,4.0348,10.18245,7.36005,0.396235,1.087194,4.757947,4.764666,6.003211,0.004321,,
916,5.3868,7.43075,6.56905,0.168175,6.675985,6.830383,6.837144,7.520614,0.005233,,
917,7.3228,6.10005,11.69445,0.183325,2.456256,4.66097,5.095392,5.128081,0.010395,,
918,5.2828,6.41785,6.77065,0.236395,2.234936,6.806625,6.808889,8.503045,0.002954,,
919,4.0572,7.56025,5.59465,0.284245,1.169456,6.896899,6.90809,8.626639,0.002228,,
920,2.8628,11.26185,6.41155,0.186685,3.647906,5.887007,6.165726,6.196759,0.006786,,
921,9.4852,7.75975,11.40885,0.274015,1.459582,4.042927,4.052687,4.2849,0.01215,,
922,7.7356,9.51955,5.35385,0.332995,1.154364,5.33547,5.352961,6.749356,0.00424,,
923,7.5348,9.66725,9.89965,0.204685,3.463479,4.282089,4.361372,4.373032,0.016742,,
924,2.3372,10.93005,7.07445,0.281875,3.072975,5.524163,5.538632,6.215127,0.005602,,
925,5.9412,9.19475,7.31805,0.186715,4.863181,5.595675,5.605823,5.678621,0.008523,,
926,5.6444,9.35575,5.34755,0.249565,1.849006,6.12163,6.145656,7.051666,0.004326,,
927,9.0108,7.84515,9.37185,0.368935,1.24404,4.246856,4.25024,5.378622,0.005772,,
928,4.9252,8.86225,9.33265,0.239365,2.812384,5.02922,5.030856,5.773433,0.008587,,
929,7.6532,6.45705,6.12875,0.147235,7.422565,7.030725,7.034039,7.767337,0.00539,,
930,6.6988,9.50555,10.15795,0.396865,1.516933,3.883769,3.884856,4.914698,0.00728,,
931,7.1804,10.42815,7.17455,0.122935,6.848685,4.144495,4.22037,4.315639,0.018914,,
932,9.4044,11.80015,6.62715,0.326455,1.388369,4.14849,4.162889,4.662034,0.009547,,
933,8.518,11.65455,5.06125,0.315385,1.712872,4.860678,4.891084,5.324728,0.007306,,
934,2.57,11.23875,6.44305,0.354835,1.160093,5.23519,5.250747,6.500472,0.004887,,
935,3.5716,5.38675,8.04255,0.139975,9.241814,8.108081,8.139771,8.3501,0.003957,,
936,7.7068,9.41735,10.85655,0.163375,3.264376,3.54704,3.615697,3.668746,0.025235,,
937,2.2148,9.80655,9.11565,0.389185,1.899386,4.69463,4.696069,5.902019,0.004737,,
938,6.3516,7.75135,5.88235,0.106195,12.747424,6.051086,6.151814,6.225585,0.009566,,
939,7.8204,10.43725,11.33255,0.335905,1.526754,3.542572,3.543983,4.431646,0.013606,,
940,9.4612,8.88115,7.83325,0.147745,5.179641,4.368105,4.463019,4.500079,0.017002,,
941,3.4228,5.88515,11.93875,0.334345,2.024488,5.203257,5.226522,5.872031,0.005968,,
942,6.7572,8.29665,10.98885,0.374305,1.058974,4.039279,4.044507,5.112513,0.007514,,
943,4.586,11.84775,11.27655,0.398395,1.089796,3.519278,3.520018,4.447586,0.011062,,
944,9.4428,9.61615,9.25775,0.107845,7.018017,2.770447,2.781179,2.782491,0.046431,,
945,6.6916,6.22465,5.41685,0.119785,11.354883,8.084379,8.096143,8.325013,0.004683,,
946,4.5172,9.68195,5.14035,0.260395,1.787817,6.320778,6.349225,7.277627,0.004008,,
947,9.162,7.74365,10.11665,0.114205,6.293818,3.41609,3.431698,3.448361,0.030163,,
948,2.7964,5.10675,5.86205,0.154675,3.986312,9.962441,9.973065,12.194003,0.001737,,
949,7.5684,10.30635,11.66925,0.239665,2.544723,3.697124,3.792076,3.795172,0.020468,,
950,8.1012,6.84345,6.13435,0.298345,1.290082,5.995864,5.999216,7.545623,0.002608,,
951,6.022,6.73495,11.74835,0.210025,2.394348,4.731325,4.991847,5.015129,0.010071,,
952,8.9204,11.88345,11.58175,0.173575,3.594178,2.728885,2.756131,2.764076,0.043858,,
953,4.9196,8.19445,9.95495,0.220585,3.434982,5.148371,5.155332,5.390766,0.009271,,
954,2.1076,8.93995,10.28115,0.160615,5.586298,5.340104,5.46711,5.538234,0.01128,,
955,4.5268,9.09605,6.93515,0.163975,7.733331,6.131401,6.287134,6.301996,0.00758,,
956,8.5252,7.50915,6.62015,0.142675,6.304328,5.953888,6.113857,6.12135,0.009011,,
957,5.81,9.39075,10.65705,0.348475,1.436343,4.050352,4.052795,5.115416,0.008617,,
958,6.4988,10.56535,8.60465,0.371725,1.05689,4.087151,4.090914,5.169705,0.007262,,
959,5.27,6.54245,10.74805,0.193465,3.485011,5.380865,5.547256,5.570668,0.008282,,
960,7.2316,8.24905,10.89225,0.358495,1.315155,4.056082,4.061444,5.133837,0.007913,,
961,6.0148,10.17055,7.48745,0.154465,5.259926,4.748293,4.936886,5.18089,0.013411,,
962,3.2876,10.16635,10.97835,0.252835,2.535613,4.594639,4.596747,4.898981,0.011774,,
963,8.9796,6.36955,11.91915,0.360355,1.289658,4.164321,4.179242,4.896608,0.00855,,
964,3.3356,6.81965,8.09365,0.352915,1.039574,5.879858,5.884264,7.377538,0.002538,,
965,7.3404,11.04765,5.62685,0.399055,0.916842,4.676633,4.693574,5.935479,0.005408,,
966,9.4636,10.08095,10.45265,0.369235,1.181318,3.516471,3.517033,4.45846,0.010842,,
967,3.8612,10.59055,9.11495,0.195955,3.994163,4.828378,5.06291,5.106009,0.012507,,
968,8.866,10.16425,8.16505,0.291055,1.43198,4.213515,4.2187,5.056268,0.009502,,
969,2.138,10.64165,8.76215,0.195925,5.769291,5.49691,5.686954,5.695268,0.009456,,
970,2.0548,5.38605,6.68035,0.225925,1.756024,8.682961,8.69432,10.714631,0.001597,,
971,9.0388,10.27975,7.97465,0.162385,4.640258,4.019121,4.165133,4.330114,0.018773,,
972,4.0412,10.06275,6.21415,0.184015,3.924143,6.233001,6.273392,6.299417,0.006253,,
973,6.622,9.44115,7.66455,0.167395,4.738618,5.008906,5.223199,5.350349,0.011938,,
974,4.3756,9.99345,6.12525,0.184285,3.790568,6.192108,6.237975,6.26439,0.006287,,
975,3.402,6.16515,9.11635,0.346465,1.622374,5.820182,5.831326,7.314159,0.003014,,
976,3.2332,5.37415,5.39655,0.254995,1.498204,8.81994,8.820093,10.908402,0.001023,,
977,6.0956,9.55665,10.61295,0.155785,4.564151,3.757611,3.808632,3.843417,0.023286,,
978,2.0532,9.50275,11.81625,0.318535,1.724883,4.512597,4.51762,5.274153,0.008673,,
979,9.738,6.38355,8.83845,0.294865,2.355682,4.95316,4.962242,6.263553,0.005231,,
980,4.5204,11.70145,6.97365,0.133165,6.61857,4.659468,4.847569,5.140999,0.013596,,
981,7.5764,6.01325,11.66785,0.262195,1.820518,4.792876,4.816867,4.901417,0.008798,,
982,8.802,6.94915,5.28105,0.252625,1.279998,6.453452,6.464125,8.113939,0.002742,,
983,4.1348,11.39905,8.39955,0.132445,7.403218,4.114795,4.161481,4.231046,0.019809,,
984,5.6716,5.73955,6.70485,0.143095,10.36995,7.752192,7.763147,8.44948,0.00436,,
985,9.1476,10.84045,8.19165,0.208075,3.22813,4.068859,4.275201,4.284324,0.015983,,
986,3.4156,5.04585,8.76075,0.233185,2.609254,7.223774,7.252357,8.504054,0.003017,,
987,3.6244,8.56965,7.48605,0.182485,6.954806,6.408633,6.415337,6.71874,0.00655,,
988,8.7308,5.00945,7.30895,0.182005,2.683729,6.793067,6.813934,7.943523,0.003879,,
989,8.0364,8.26375,5.64925,0.287515,1.681462,5.721825,5.734299,7.2155,0.003625,,
990,4.0044,11.74765,5.90825,0.211765,3.087148,5.550388,5.735888,5.770909,0.006982,,
991,5.118,6.99745,7.26625,0.198745,4.779562,6.577653,6.579504,8.077834,0.00453,,
992,6.2404,6.20645,11.76725,0.305965,1.594893,4.753293,4.773141,5.189713,0.00773,,
993,2.466,10.39455,5.59255,0.398425,1.12045,5.620657,5.638083,7.085963,0.003268,,
994,9.3828,8.84055,10.17195,0.214915,3.305045,4.201844,4.204872,4.209085,0.015906,,
995,3.1852,8.44855,8.00055,0.256285,3.534204,5.880743,5.882507,7.343692,0.004857,,
996,9.8132,7.66945,9.30955,0.100705,7.108522,3.220896,3.230607,3.236275,0.034751,,
997,5.6052,11.04905,5.46795,0.146425,7.447614,5.552744,6.096065,6.096608,0.007872,,
998,9.8684,7.60015,5.16485,0.133105,7.699627,6.522143,6.560021,6.58705,0.006639,,
999,6.834,10.20345,6.71675,0.369685,1.539387,4.64131,4.650674,5.872519,0.005107,,
1000,5.9332,11.27795,7.23405,0.391885,1.404008,4.304575,4.313568,5.450078,0.006245,,
1001,8.9756,10.18875,8.99385,0.184345,3.34991,3.936264,4.081224,4.141244,0.019488,,
1002,6.062,9.33545,9.86675,0.143815,6.132189,3.925413,3.96022,3.97071,0.021881,,
1003,9.2868,7.80315,11.71965,0.146395,4.326035,3.47955,3.588781,3.756409,0.025209,,
1004,3.666,5.31045,6.31915,0.161395,3.768146,8.928428,8.940814,11.005495,0.002276,,
1005,9.4724,5.69405,8.06425,0.264985,1.877194,5.623133,5.635077,7.096872,0.004142,,
1006,7.0756,11.46415,7.74435,0.366595,1.481197,4.066874,4.074647,5.151346,0.00796,,
1007,9.4396,9.95005,9.45865,0.138595,4.111467,3.232309,3.252064,3.26226,0.032523,,
1008,5.4732,6.16305,10.88315,0.337165,1.797776,4.977983,4.994124,6.063221,0.00567,,
1009,8.5548,5.57505,6.94005,0.308365,0.956262,6.110731,6.117512,7.694996,0.002313,,
1010,2.8076,9.01765,7.08285,0.361405,1.517208,5.5372,5.543168,6.953194,0.003154,,
1011,9.1244,9.08695,11.29825,0.302065,1.159647,3.739029,3.743474,4.268363,0.013323,,
1012,3.5524,8.96165,10.26855,0.111445,12.053123,3.897413,3.91198,3.915479,0.023578,,
1013,5.2652,8.12375,8.32045,0.287455,2.861881,5.25367,5.254282,6.599992,0.005179,,
1014,5.566,6.56135,5.97825,0.329725,1.068052,6.549222,6.552023,8.215967,0.001715,,
1015,2.8908,10.37565,11.41865,0.336925,1.656285,4.174318,4.176255,5.249151,0.009531,,
1016,9.8276,6.61175,9.48245,0.217525,2.627347,4.928257,4.941372,5.240138,0.00875,,
1017,4.1324,7.50005,7.57005,0.293785,3.789437,5.933674,5.933897,7.433071,0.003411,,
1018,2.0028,10.05155,9.21085,0.233605,4.198664,5.484052,5.487107,6.002736,0.007877,,
1019,6.8492,5.44765,11.02595,0.269785,2.028752,5.25374,5.28163,5.627938,0.006703,,
1020,6.0348,11.56425,6.16375,0.248755,2.143472,5.067397,5.091784,5.121858,0.008094,,
1021,7.0412,6.65375,9.34315,0.265675,1.935857,5.217229,5.228129,6.236834,0.00589,,
1022,3.686,5.46655,5.47215,0.394135,0.688907,7.55641,7.556433,9.437548,0.000685,,
1023,3.1028,10.36375,9.10165,0.347455,2.038393,4.58593,4.58866,5.766839,0.006383,,
1024,3.3556,6.74615,9.33895,0.336205,1.503736,5.572328,5.581234,7.000579,0.003605,,
1025,2.3124,9.32005,10.04805,0.255655,3.314921,5.227101,5.229434,6.027469,0.007688,,
1026,8.0692,6.06155,9.86115,0.365935,0.974815,4.800913,4.812649,6.080618,0.004682,,
1027,9.8916,10.33715,8.53605,0.364285,1.12672,3.805469,3.80881,4.826244,0.008523,,
1028,5.9492,6.69015,8.73345,0.323845,1.450455,5.340343,5.347457,6.728367,0.003896,,
1029,9.3028,5.68985,7.21725,0.356485,0.727949,5.648793,5.654829,7.133652,0.002226,,
1030,3.2948,10.19575,8.29175,0.236155,3.425704,5.34876,5.355941,5.771882,0.007832,,
1031,5.8892,9.57345,9.32215,0.322135,2.123643,4.362359,4.362944,5.500732,0.007663,,
1032,5.5284,10.77535,5.14385,0.215995,2.860719,5.964196,6.004007,6.049798,0.005908,,
1033,5.0588,10.09495,8.08735,0.302005,1.58692,4.757279,4.76294,5.919087,0.006871,,
1034,7.37,11.59295,10.33995,0.199825,2.569858,3.483379,3.604762,3.648268,0.024954,,
1035,4.4868,7.07165,6.79585,0.376345,1.005167,5.935258,5.93619,7.456995,0.001907,,
1036,8.2956,9.55175,11.62025,0.221095,2.943892,3.661859,3.894459,3.902299,0.020578,,
1037,5.1988,6.83295,7.42585,0.107395,12.2072,5.836621,5.867628,5.875226,0.010272,,
1038,2.9228,8.78455,10.08865,0.110095,14.456862,4.214622,4.230441,4.232225,0.020281,,
1039,6.6836,5.71505,11.58035,0.174475,3.021465,5.018592,5.433397,5.4738,0.00891,,
1040,3.1044,5.63735,8.32465,0.260965,1.433038,6.964005,6.980287,8.694041,0.002729,,
1041,7.0124,10.90905,7.80245,0.367285,1.651816,4.16391,4.170535,5.271575,0.00717,,
1042,8.5596,5.38255,7.38315,0.259195,1.929188,6.219495,6.231304,7.824805,0.003035,,
1043,4.1868,10.63045,6.73565,0.103555,12.44827,4.739289,4.799144,4.854796,0.015122,,
1044,3.0356,5.30135,10.90975,0.319585,1.395666,5.875987,5.90363,6.876316,0.004406,,
1045,6.8588,8.44505,11.20865,0.263125,1.632266,4.282922,4.29048,4.523035,0.01175,,
1046,4.8436,11.18415,6.94285,0.183895,4.131065,5.049306,5.442319,5.465143,0.009776,,
1047,7.6716,8.21335,6.38915,0.304705,1.541531,5.414279,5.421389,6.826347,0.003834,,
1048,8.038,9.06175,6.36605,0.249475,2.041806,5.301503,5.313699,6.243927,0.00586,,
1049,9.2244,11.63285,8.62005,0.227725,2.41394,3.787819,3.958587,3.967062,0.017699,,
1050,7.7204,7.53715,6.09305,0.260245,2.014249,5.954852,5.962297,7.489832,0.003619,,
1051,8.498,11.76515,7.86475,0.193375,3.389804,3.862848,4.162427,4.311138,0.017334,,
1052,9.0732,6.52145,7.78635,0.161065,6.174891,5.84777,5.856956,5.999202,0.00826,,
1053,8.33,7.25225,6.53965,0.122815,7.640345,5.747787,5.831928,5.847463,0.010244,,
1054,9.4732,7.09615,5.11025,0.369655,0.583725,5.921805,5.930367,7.477221,0.001818,,
1055,8.7788,6.87845,5.74375,0.180655,4.882262,6.572531,6.581709,7.825411,0.004533,,
1056,9.4668,9.94025,6.73845,0.336505,1.68395,4.465096,4.474144,5.658288,0.006199,,
1057,8.5316,9.92835,9.76665,0.390145,1.511474,3.70616,3.706441,4.696482,0.008304,,
1058,9.7364,9.22765,10.53035,0.165715,2.823807,3.459836,3.533638,3.579995,0.026359,,
1059,5.2964,5.58065,6.88475,0.153025,8.952074,7.803702,7.817683,8.730217,0.00385,,
1060,6.11,11.01685,9.23815,0.300025,1.464362,4.123724,4.127666,4.82558,0.010767,,
1061,8.1436,11.76025,8.68935,0.295735,1.19451,3.865619,3.872344,4.222368,0.012959,,
1062,9.4076,6.62015,5.85995,0.328735,0.980813,5.89445,5.897783,7.43315,0.002167,,
1063,8.7196,9.38585,9.82125,0.186565,3.142787,4.031368,4.110945,4.156501,0.019138,,
1064,8.9892,8.90285,5.37765,0.106345,8.475263,5.270043,5.465651,5.708434,0.010897,,
1065,5.2284,9.38515,9.03865,0.366955,2.065255,4.419077,4.419808,5.574659,0.005745,,
1066,4.3436,11.63425,5.21455,0.178045,3.526235,5.846709,6.192497,6.246802,0.006311,,
1067,3.0764,5.56875,8.80695,0.149095,7.759117,7.750881,7.781152,7.785142,0.004455,,
1068,3.3788,11.99895,9.95635,0.273985,1.867416,4.323253,4.327961,4.558386,0.012378,,
1069,8.3516,8.13705,7.06535,0.144835,5.096136,5.329343,5.476479,5.546216,0.011193,,
1070,5.5644,9.97735,10.54505,0.258235,2.136119,4.285095,4.286557,4.720632,0.01282,,
1071,5.1388,11.99055,11.62935,0.104635,28.543919,2.184464,2.201823,2.205348,0.075164,,
1072,2.8476,10.55835,11.86805,0.341755,1.437093,4.047355,4.049615,5.018538,0.010326,,
1073,2.7692,7.01915,7.21165,0.349585,1.215291,6.291803,6.292571,7.873858,0.001998,,
1074,8.1652,5.62965,7.42095,0.109285,10.825838,6.068153,6.193563,6.294295,0.009165,,
1075,9.7036,11.62305,11.54185,0.374485,1.313381,3.09172,3.091825,3.923587,0.016394,,
1076,7.5052,6.80075,6.19455,0.383215,0.812263,5.758134,5.760317,7.258717,0.001804,,
1077,3.8196,7.21725,10.41835,0.132025,7.472159,5.163349,5.307224,5.500587,0.011809,,
1078,6.7564,11.41865,7.44895,0.180535,3.100485,4.331348,4.652021,4.831459,0.013849,,
1079,9.7044,5.59815,9.98645,0.117895,6.230474,4.703588,4.942997,5.213605,0.013384,,
1080,5.8644,6.80285,8.46115,0.285295,2.1711,5.561525,5.568148,6.992064,0.004222,,
1081,2.658,7.40205,5.55405,0.372085,0.664094,6.826112,6.834439,8.545793,0.001408,,
1082,3.0404,9.93465,8.93085,0.218635,4.218459,5.402816,5.406793,5.688556,0.008845,,
1083,4.8772,9.53425,9.95145,0.340495,2.000514,4.317085,4.317979,5.441758,0.007541,,
1084,8.126,8.32115,8.13215,0.186325,3.896322,5.154994,5.155846,5.381547,0.010741,,
1085,7.1788,10.06135,6.02445,0.378745,0.957657,4.841992,4.854345,6.131277,0.0045,,
1086,6.8812,8.12445,6.12945,0.267595,1.781874,5.842798,5.852466,7.348616,0.003854,,
1087,9.5372,6.42485,10.06695,0.357145,1.422258,4.473556,4.483737,5.671993,0.005699,,
1088,5.9132,7.91865,5.70595,0.195295,4.534834,6.728313,6.744936,7.734566,0.004194,,
1089,9.4564,8.33095,6.64605,0.334225,1.573371,4.926445,4.93183,6.230323,0.004178,,
1090,7.2492,11.76585,6.87145,0.248185,2.463644,4.579958,4.587524,4.605575,0.010182,,
1091,9.7172,7.19065,5.87535,0.329065,0.907989,5.603638,5.609036,7.074173,0.002615,,
1092,5.242,7.57705,5.25725,0.227095,1.701566,7.126842,7.144243,8.909355,0.002803,,
1093,2.47,8.94905,5.79835,0.365995,0.763951,6.150365,6.162977,7.721432,0.002395,,
1094,8.0124,11.25345,10.08935,0.307735,1.718152,3.662563,3.664692,4.308562,0.014249,,
1095,9.234,11.93945,8.89795,0.273955,1.292193,3.728731,3.735435,3.845737,0.016033,,
1096,6.47,10.66545,11.93525,0.137305,5.135417,2.780986,2.794321,2.800801,0.044166,,
1097,5.4428,8.15245,10.87615,0.361345,1.236991,4.298783,4.304634,5.43087,0.006875,,
1098,2.5956,8.51015,9.86955,0.174085,6.075687,5.659484,5.881053,6.008644,0.009542,,
1099,6.8716,7.67505,6.66565,0.386065,0.846987,5.317458,5.320522,6.710261,0.002505,,
1100,8.6708,9.55595,5.16135,0.137365,6.641296,5.665247,6.039664,6.083445,0.007921,,
1101,6.818,8.86925,9.05335,0.363145,2.310622,4.337315,4.337679,5.479963,0.005858,,
1102,2.8612,11.49635,7.05135,0.140605,8.4726,5.297138,5.549927,5.936705,0.010284,,
1103,2.9812,7.37125,10.00185,0.130135,8.568577,5.523524,5.652041,5.808433,0.010589,,
1104,5.7028,10.40645,6.29185,0.368785,1.010205,4.899075,4.911544,6.193927,0.004737,,
1105,2.2228,5.16135,11.17435,0.265855,1.735462,6.395825,6.434181,6.853422,0.004511,,
1106,5.2148,7.31875,5.40355,0.274915,1.109684,6.87809,6.889694,8.610579,0.002229,,
1107,4.122,8.76705,7.68695,0.279685,2.562993,5.527059,5.531048,6.930176,0.004873,,
1108,6.8332,8.41005,8.29035,0.198475,4.194809,5.269701,5.270254,5.716942,0.009433,,
1109,7.2212,6.65305,7.82835,0.111295,8.798448,5.215693,5.269576,5.288597,0.012818,,
1110,9.0164,5.02135,6.31985,0.242155,1.356495,6.932248,6.941876,8.699938,0.002217,,
1111,8.8084,11.09175,9.80795,0.181135,2.561687,3.395801,3.48942,3.543665,0.026853,,
1112,5.1868,8.88045,10.43935,0.301945,1.842112,4.451807,4.455624,5.451352,0.008514,,
1113,6.6012,7.20675,5.36855,0.337495,0.728968,6.332731,6.341445,7.963771,0.001887,,
1114,7.4996,5.78645,5.01715,0.333355,0.767279,7.121847,7.126313,8.937122,0.001127,,
1115,3.6188,8.37575,5.92715,0.232825,2.309399,6.827251,6.842774,8.319193,0.003374,,
1116,2.4756,8.22805,9.16955,0.270235,2.922185,5.670433,5.673796,7.081123,0.005192,,
1117,2.7052,8.63545,8.41215,0.134515,9.888672,5.816654,5.858603,5.882498,0.010232,,
1118,2.91,6.74755,10.89295,0.359425,1.224556,5.125981,5.138433,6.457316,0.00474,,
1119,9.4516,8.59275,11.78265,0.360325,1.006077,3.596168,3.601663,4.449012,0.011109,,
1120,8.8916,10.28675,9.65535,0.248935,2.25016,3.971425,3.973042,4.304149,0.015477,,
1121,4.6484,10.07675,6.80075,0.109495,11.920996,4.851164,4.920334,4.992269,0.014371,,
1122,9.1652,6.35065,6.85465,0.389665,0.807935,5.411098,5.412757,6.835082,0.002043,,
1123,8.4684,6.47665,11.65315,0.246895,2.090144,4.558266,4.560778,4.581054,0.010227,,
1124,9.9084,5.02485,8.49195,0.247705,1.559822,5.79229,5.813615,7.000618,0.004443,,
1125,7.5076,9.74705,9.80165,0.344305,1.736422,3.951511,3.95164,4.996925,0.008956,,
1126,3.4508,5.70175,7.24385,0.148735,9.638246,8.305647,8.322788,9.064718,0.00359,,
1127,8.5148,11.60555,11.42425,0.367315,1.415934,3.219405,3.21966,4.081002,0.015326,,
1128,5.9628,11.87085,8.04955,0.278395,1.79363,4.330969,4.34136,4.556985,0.010663,,
1129,4.0508,6.04125,10.17405,0.146515,7.535547,6.096805,6.534122,6.586955,0.007291,,
1130,5.9644,11.63145,11.46485,0.171475,3.137571,3.166223,3.199696,3.203581,0.032723,,
1131,7.1892,11.04205,10.04175,0.196825,2.919397,3.724314,3.855673,3.885356,0.021926,,
1132,7.5204,10.30565,9.15695,0.352525,1.365762,3.950438,3.952629,4.997857,0.008553,,
1133,3.3852,8.19025,5.29155,0.200185,2.881081,7.608899,7.633925,8.806732,0.002999,,
1134,7.2428,7.08635,11.14705,0.237325,2.207493,4.693307,4.70865,4.743897,0.01004,,
1135,2.29,6.62505,5.28735,0.133075,5.584807,9.843827,9.863884,11.076979,0.002425,,
